agency_cd,site_no,datetime,tz_cd,229225_00065,229225_00065_cd,241826_00065,241826_00065_cd
USGS,11467270,2022-08-27 17:00,PDT,3.48,A,0.61,P
USGS,11467270,2022-08-27 17:15,PDT,3.39,A,0.52,P
USGS,11467270,2022-08-27 17:30,PDT,3.28,A,0.41,P
USGS,11467270,2022-08-27 17:45,PDT,3.17,A,0.30,P
USGS,11467270,2022-08-27 18:00,PDT,3.13,A,0.26,P
USGS,11467270,2022-08-27 18:15,PDT,3.10,A,0.23,P
USGS,11467270,2022-08-27 18:30,PDT,3.03,A,0.16,P
USGS,11467270,2022-08-27 18:45,PDT,3.06,A,0.19,P
USGS,11467270,2022-08-27 19:00,PDT,3.09,A,0.22,P
USGS,11467270,2022-08-27 19:15,PDT,3.17,A,0.30,P
USGS,11467270,2022-08-27 19:30,PDT,3.28,A,0.41,P
USGS,11467270,2022-08-27 19:45,PDT,3.38,A,0.51,P
USGS,11467270,2022-08-27 20:00,PDT,3.49,A,0.62,P
USGS,11467270,2022-08-27 20:15,PDT,3.66,A,0.78,P
USGS,11467270,2022-08-27 20:30,PDT,3.79,A,0.92,P
USGS,11467270,2022-08-27 20:45,PDT,3.94,A,1.07,P
USGS,11467270,2022-08-27 21:00,PDT,4.10,A,1.23,P
USGS,11467270,2022-08-27 21:15,PDT,4.28,A,1.41,P
USGS,11467270,2022-08-27 21:30,PDT,4.46,A,1.59,P
USGS,11467270,2022-08-27 21:45,PDT,4.65,A,1.78,P
USGS,11467270,2022-08-27 22:00,PDT,4.82,A,1.95,P
USGS,11467270,2022-08-27 22:15,PDT,5.00,A,2.13,P
USGS,11467270,2022-08-27 22:30,PDT,5.18,A,2.31,P
USGS,11467270,2022-08-27 22:45,PDT,5.37,A,2.50,P
USGS,11467270,2022-08-27 23:00,PDT,5.52,A,2.65,P
USGS,11467270,2022-08-27 23:15,PDT,5.68,A,2.81,P
USGS,11467270,2022-08-27 23:30,PDT,5.83,A,2.96,P
USGS,11467270,2022-08-27 23:45,PDT,5.95,A,3.08,P
USGS,11467270,2022-08-28 00:00,PDT,6.04,A,3.17,P
USGS,11467270,2022-08-28 00:15,PDT,6.13,A,3.26,P
USGS,11467270,2022-08-28 00:30,PDT,6.14,A,3.27,P
USGS,11467270,2022-08-28 00:45,PDT,6.15,A,3.28,P
USGS,11467270,2022-08-28 01:00,PDT,6.04,A,3.17,P
USGS,11467270,2022-08-28 01:15,PDT,5.91,A,3.04,P
USGS,11467270,2022-08-28 01:30,PDT,5.79,A,2.92,P
USGS,11467270,2022-08-28 01:45,PDT,5.66,A,2.79,P
USGS,11467270,2022-08-28 02:00,PDT,5.50,A,2.63,P
USGS,11467270,2022-08-28 02:15,PDT,5.33,A,2.46,P
USGS,11467270,2022-08-28 02:30,PDT,5.17,A,2.30,P
USGS,11467270,2022-08-28 02:45,PDT,4.99,A,2.12,P
USGS,11467270,2022-08-28 03:00,PDT,4.82,A,1.95,P
USGS,11467270,2022-08-28 03:15,PDT,4.65,A,1.78,P
USGS,11467270,2022-08-28 03:30,PDT,4.47,A,1.60,P
USGS,11467270,2022-08-28 03:45,PDT,4.30,A,1.43,P
USGS,11467270,2022-08-28 04:00,PDT,4.13,A,1.26,P
USGS,11467270,2022-08-28 04:15,PDT,3.95,A,1.08,P
USGS,11467270,2022-08-28 04:30,PDT,3.78,A,0.91,P
USGS,11467270,2022-08-28 04:45,PDT,3.63,A,0.76,P
USGS,11467270,2022-08-28 05:00,PDT,3.47,A,0.60,P
USGS,11467270,2022-08-28 05:15,PDT,3.31,A,0.44,P
USGS,11467270,2022-08-28 05:30,PDT,3.15,A,0.28,P
USGS,11467270,2022-08-28 05:45,PDT,3.01,A,0.14,P
USGS,11467270,2022-08-28 06:00,PDT,2.86,A,-0.01,P
USGS,11467270,2022-08-28 06:15,PDT,2.72,A,-0.15,P
USGS,11467270,2022-08-28 06:30,PDT,2.61,A,-0.27,P
USGS,11467270,2022-08-28 06:45,PDT,2.47,A,-0.40,P
USGS,11467270,2022-08-28 07:00,PDT,2.35,A,-0.52,P
USGS,11467270,2022-08-28 07:15,PDT,2.25,A,-0.62,P
USGS,11467270,2022-08-28 07:30,PDT,2.15,A,-0.72,P
USGS,11467270,2022-08-28 07:45,PDT,2.06,A,-0.81,P
USGS,11467270,2022-08-28 08:00,PDT,2.00,A,-0.87,P
USGS,11467270,2022-08-28 08:15,PDT,1.94,A,-0.93,P
USGS,11467270,2022-08-28 08:30,PDT,1.94,A,-0.93,P
USGS,11467270,2022-08-28 08:45,PDT,1.96,A,-0.91,P
USGS,11467270,2022-08-28 09:00,PDT,2.09,A,-0.78,P
USGS,11467270,2022-08-28 09:15,PDT,2.21,A,-0.66,P
USGS,11467270,2022-08-28 09:30,PDT,2.37,A,-0.50,P
USGS,11467270,2022-08-28 09:45,PDT,2.53,A,-0.34,P
USGS,11467270,2022-08-28 10:00,PDT,2.69,A,-0.18,P
USGS,11467270,2022-08-28 10:15,PDT,2.86,A,-0.01,P
USGS,11467270,2022-08-28 10:30,PDT,3.05,A,0.18,P
USGS,11467270,2022-08-28 10:45,PDT,3.27,A,0.40,P
USGS,11467270,2022-08-28 11:00,PDT,3.48,A,0.61,P
USGS,11467270,2022-08-28 11:15,PDT,3.69,A,0.81,P
USGS,11467270,2022-08-28 11:30,PDT,3.88,A,1.01,P
USGS,11467270,2022-08-28 11:45,PDT,4.07,A,1.20,P
USGS,11467270,2022-08-28 12:00,PDT,4.26,A,1.39,P
USGS,11467270,2022-08-28 12:15,PDT,4.44,A,1.57,P
USGS,11467270,2022-08-28 12:30,PDT,4.60,A,1.73,P
USGS,11467270,2022-08-28 12:45,PDT,4.75,A,1.87,P
USGS,11467270,2022-08-28 13:00,PDT,4.90,A,2.03,P
USGS,11467270,2022-08-28 13:15,PDT,5.00,A,2.13,P
USGS,11467270,2022-08-28 13:30,PDT,5.08,A,2.21,P
USGS,11467270,2022-08-28 13:45,PDT,5.13,A,2.26,P
USGS,11467270,2022-08-28 14:00,PDT,5.17,A,2.30,P
USGS,11467270,2022-08-28 14:15,PDT,5.09,A,2.22,P
USGS,11467270,2022-08-28 14:30,PDT,4.99,A,2.12,P
USGS,11467270,2022-08-28 14:45,PDT,4.93,A,2.06,P
USGS,11467270,2022-08-28 15:00,PDT,4.81,A,1.93,P
USGS,11467270,2022-08-28 15:15,PDT,4.70,A,1.83,P
USGS,11467270,2022-08-28 15:30,PDT,4.59,A,1.72,P
USGS,11467270,2022-08-28 15:45,PDT,4.44,A,1.57,P
USGS,11467270,2022-08-28 16:00,PDT,4.31,A,1.44,P
USGS,11467270,2022-08-28 16:15,PDT,4.19,A,1.32,P
USGS,11467270,2022-08-28 16:30,PDT,4.06,A,1.19,P
USGS,11467270,2022-08-28 16:45,PDT,3.92,A,1.05,P
USGS,11467270,2022-08-28 17:00,PDT,3.79,A,0.92,P
USGS,11467270,2022-08-28 17:15,PDT,3.67,A,0.79,P
USGS,11467270,2022-08-28 17:30,PDT,3.55,A,0.68,P
USGS,11467270,2022-08-28 17:45,PDT,3.42,A,0.55,P
USGS,11467270,2022-08-28 18:00,PDT,3.31,A,0.44,P
USGS,11467270,2022-08-28 18:15,PDT,3.20,A,0.33,P
USGS,11467270,2022-08-28 18:30,PDT,3.11,A,0.24,P
USGS,11467270,2022-08-28 18:45,PDT,3.03,A,0.16,P
USGS,11467270,2022-08-28 19:00,PDT,2.96,A,0.09,P
USGS,11467270,2022-08-28 19:15,PDT,2.92,A,0.05,P
USGS,11467270,2022-08-28 19:30,PDT,2.91,A,0.04,P
USGS,11467270,2022-08-28 19:45,PDT,2.91,A,0.04,P
USGS,11467270,2022-08-28 20:00,PDT,2.93,A,0.06,P
USGS,11467270,2022-08-28 20:15,PDT,3.02,A,0.15,P
USGS,11467270,2022-08-28 20:30,PDT,3.11,A,0.24,P
USGS,11467270,2022-08-28 20:45,PDT,3.26,A,0.39,P
USGS,11467270,2022-08-28 21:00,PDT,3.38,A,0.51,P
USGS,11467270,2022-08-28 21:15,PDT,3.54,A,0.67,P
USGS,11467270,2022-08-28 21:30,PDT,3.69,A,0.81,P
USGS,11467270,2022-08-28 21:45,PDT,3.85,A,0.98,P
USGS,11467270,2022-08-28 22:00,PDT,4.03,A,1.16,P
USGS,11467270,2022-08-28 22:15,PDT,4.21,A,1.34,P
USGS,11467270,2022-08-28 22:30,PDT,4.38,A,1.51,P
USGS,11467270,2022-08-28 22:45,PDT,4.57,A,1.70,P
USGS,11467270,2022-08-28 23:00,PDT,4.75,A,1.87,P
USGS,11467270,2022-08-28 23:15,PDT,4.92,A,2.05,P
USGS,11467270,2022-08-28 23:30,PDT,5.10,A,2.23,P
USGS,11467270,2022-08-28 23:45,PDT,5.25,A,2.38,P
USGS,11467270,2022-08-29 00:00,PDT,5.40,A,2.53,P
USGS,11467270,2022-08-29 00:15,PDT,5.53,A,2.66,P
USGS,11467270,2022-08-29 00:30,PDT,5.67,A,2.80,P
USGS,11467270,2022-08-29 00:45,PDT,5.76,A,2.89,P
USGS,11467270,2022-08-29 01:00,PDT,5.81,A,2.94,P
USGS,11467270,2022-08-29 01:15,PDT,5.81,A,2.94,P
USGS,11467270,2022-08-29 01:30,PDT,5.79,A,2.92,P
USGS,11467270,2022-08-29 01:45,PDT,5.69,A,2.82,P
USGS,11467270,2022-08-29 02:00,PDT,5.60,A,2.73,P
USGS,11467270,2022-08-29 02:15,PDT,5.47,A,2.60,P
USGS,11467270,2022-08-29 02:30,PDT,5.34,A,2.47,P
USGS,11467270,2022-08-29 02:45,PDT,5.21,A,2.34,P
USGS,11467270,2022-08-29 03:00,PDT,5.06,A,2.19,P
USGS,11467270,2022-08-29 03:15,PDT,4.90,A,2.03,P
USGS,11467270,2022-08-29 03:30,PDT,4.74,A,1.86,P
USGS,11467270,2022-08-29 03:45,PDT,4.57,A,1.70,P
USGS,11467270,2022-08-29 04:00,PDT,4.40,A,1.53,P
USGS,11467270,2022-08-29 04:15,PDT,4.23,A,1.36,P
USGS,11467270,2022-08-29 04:30,PDT,4.06,A,1.19,P
USGS,11467270,2022-08-29 04:45,PDT,3.89,A,1.02,P
USGS,11467270,2022-08-29 05:00,PDT,3.75,A,0.87,P
USGS,11467270,2022-08-29 05:15,PDT,3.59,A,0.72,P
USGS,11467270,2022-08-29 05:30,PDT,3.43,A,0.56,P
USGS,11467270,2022-08-29 05:45,PDT,3.28,A,0.41,P
USGS,11467270,2022-08-29 06:00,PDT,3.13,A,0.26,P
USGS,11467270,2022-08-29 06:15,PDT,2.99,A,0.12,P
USGS,11467270,2022-08-29 06:30,PDT,2.85,A,-0.02,P
USGS,11467270,2022-08-29 06:45,PDT,2.71,A,-0.16,P
USGS,11467270,2022-08-29 07:00,PDT,2.60,A,-0.28,P
USGS,11467270,2022-08-29 07:15,PDT,2.47,A,-0.40,P
USGS,11467270,2022-08-29 07:30,PDT,2.37,A,-0.50,P
USGS,11467270,2022-08-29 07:45,PDT,2.26,A,-0.61,P
USGS,11467270,2022-08-29 08:00,PDT,2.15,A,-0.72,P
USGS,11467270,2022-08-29 08:15,PDT,2.07,A,-0.80,P
USGS,11467270,2022-08-29 08:30,PDT,2.00,A,-0.87,P
USGS,11467270,2022-08-29 08:45,PDT,1.96,A,-0.91,P
USGS,11467270,2022-08-29 09:00,PDT,1.95,A,-0.92,P
USGS,11467270,2022-08-29 09:15,PDT,2.01,A,-0.86,P
USGS,11467270,2022-08-29 09:30,PDT,2.13,A,-0.74,P
USGS,11467270,2022-08-29 09:45,PDT,2.28,A,-0.59,P
USGS,11467270,2022-08-29 10:00,PDT,2.42,A,-0.45,P
USGS,11467270,2022-08-29 10:15,PDT,2.58,A,-0.30,P
USGS,11467270,2022-08-29 10:30,PDT,2.75,A,-0.12,P
USGS,11467270,2022-08-29 10:45,PDT,2.94,A,0.07,P
USGS,11467270,2022-08-29 11:00,PDT,3.14,A,0.27,P
USGS,11467270,2022-08-29 11:15,PDT,3.35,A,0.48,P
USGS,11467270,2022-08-29 11:30,PDT,3.55,A,0.68,P
USGS,11467270,2022-08-29 11:45,PDT,3.74,A,0.86,P
USGS,11467270,2022-08-29 12:00,PDT,3.95,A,1.08,P
USGS,11467270,2022-08-29 12:15,PDT,4.15,A,1.28,P
USGS,11467270,2022-08-29 12:30,PDT,4.34,A,1.47,P
USGS,11467270,2022-08-29 12:45,PDT,4.52,A,1.65,P
USGS,11467270,2022-08-29 13:00,PDT,4.71,A,1.84,P
USGS,11467270,2022-08-29 13:15,PDT,4.85,A,1.98,P
USGS,11467270,2022-08-29 13:30,PDT,4.97,A,2.10,P
USGS,11467270,2022-08-29 13:45,PDT,5.09,A,2.22,P
USGS,11467270,2022-08-29 14:00,PDT,5.17,A,2.30,P
USGS,11467270,2022-08-29 14:15,PDT,5.23,A,2.36,P
USGS,11467270,2022-08-29 14:30,PDT,5.25,A,2.38,P
USGS,11467270,2022-08-29 14:45,PDT,5.18,A,2.31,P
USGS,11467270,2022-08-29 15:00,PDT,5.03,A,2.16,P
USGS,11467270,2022-08-29 15:15,PDT,4.92,A,2.05,P
USGS,11467270,2022-08-29 15:30,PDT,4.82,A,1.95,P
USGS,11467270,2022-08-29 15:45,PDT,4.70,A,1.83,P
USGS,11467270,2022-08-29 16:00,PDT,4.57,A,1.70,P
USGS,11467270,2022-08-29 16:15,PDT,4.42,A,1.55,P
USGS,11467270,2022-08-29 16:30,PDT,4.28,A,1.41,P
USGS,11467270,2022-08-29 16:45,PDT,4.13,A,1.26,P
USGS,11467270,2022-08-29 17:00,PDT,3.99,A,1.12,P
USGS,11467270,2022-08-29 17:15,PDT,3.84,A,0.97,P
USGS,11467270,2022-08-29 17:30,PDT,3.70,A,0.83,P
USGS,11467270,2022-08-29 17:45,PDT,3.56,A,0.69,P
USGS,11467270,2022-08-29 18:00,PDT,3.42,A,0.55,P
USGS,11467270,2022-08-29 18:15,PDT,3.29,A,0.42,P
USGS,11467270,2022-08-29 18:30,PDT,3.16,A,0.29,P
USGS,11467270,2022-08-29 18:45,PDT,3.04,A,0.17,P
USGS,11467270,2022-08-29 19:00,PDT,2.94,A,0.07,P
USGS,11467270,2022-08-29 19:15,PDT,2.81,A,-0.06,P
USGS,11467270,2022-08-29 19:30,PDT,2.72,A,-0.15,P
USGS,11467270,2022-08-29 19:45,PDT,2.63,A,-0.24,P
USGS,11467270,2022-08-29 20:00,PDT,2.58,A,-0.29,P
USGS,11467270,2022-08-29 20:15,PDT,2.51,A,-0.36,P
USGS,11467270,2022-08-29 20:30,PDT,2.51,A,-0.36,P
USGS,11467270,2022-08-29 20:45,PDT,2.52,A,-0.35,P
USGS,11467270,2022-08-29 21:00,PDT,2.61,A,-0.26,P
USGS,11467270,2022-08-29 21:15,PDT,2.75,A,-0.12,P
USGS,11467270,2022-08-29 21:30,PDT,2.85,A,-0.02,P
USGS,11467270,2022-08-29 21:45,PDT,2.99,A,0.12,P
USGS,11467270,2022-08-29 22:00,PDT,3.13,A,0.26,P
USGS,11467270,2022-08-29 22:15,PDT,3.29,A,0.42,P
USGS,11467270,2022-08-29 22:30,PDT,3.46,A,0.59,P
USGS,11467270,2022-08-29 22:45,PDT,3.64,A,0.77,P
USGS,11467270,2022-08-29 23:00,PDT,3.81,A,0.94,P
USGS,11467270,2022-08-29 23:15,PDT,3.99,A,1.12,P
USGS,11467270,2022-08-29 23:30,PDT,4.18,A,1.31,P
USGS,11467270,2022-08-29 23:45,PDT,4.35,A,1.48,P
USGS,11467270,2022-08-30 00:00,PDT,4.51,A,1.64,P
USGS,11467270,2022-08-30 00:15,PDT,4.68,A,1.81,P
USGS,11467270,2022-08-30 00:30,PDT,4.84,A,1.97,P
USGS,11467270,2022-08-30 00:45,PDT,4.99,A,2.12,P
USGS,11467270,2022-08-30 01:00,PDT,5.12,A,2.25,P
USGS,11467270,2022-08-30 01:15,PDT,5.21,A,2.34,P
USGS,11467270,2022-08-30 01:30,PDT,5.31,A,2.44,P
USGS,11467270,2022-08-30 01:45,PDT,5.36,A,2.49,P
USGS,11467270,2022-08-30 02:00,PDT,5.39,A,2.52,P
USGS,11467270,2022-08-30 02:15,PDT,5.29,A,2.42,P
USGS,11467270,2022-08-30 02:30,PDT,5.19,A,2.32,P
USGS,11467270,2022-08-30 02:45,PDT,5.10,A,2.23,P
USGS,11467270,2022-08-30 03:00,PDT,4.98,A,2.11,P
USGS,11467270,2022-08-30 03:15,PDT,4.87,A,2.00,P
USGS,11467270,2022-08-30 03:30,PDT,4.74,A,1.87,P
USGS,11467270,2022-08-30 03:45,PDT,4.59,A,1.72,P
USGS,11467270,2022-08-30 04:00,PDT,4.44,A,1.57,P
USGS,11467270,2022-08-30 04:15,PDT,4.30,A,1.43,P
USGS,11467270,2022-08-30 04:30,PDT,4.15,A,1.28,P
USGS,11467270,2022-08-30 04:45,PDT,3.99,A,1.12,P
USGS,11467270,2022-08-30 05:00,PDT,3.84,A,0.97,P
USGS,11467270,2022-08-30 05:15,PDT,3.69,A,0.82,P
USGS,11467270,2022-08-30 05:30,PDT,3.54,A,0.67,P
USGS,11467270,2022-08-30 05:45,PDT,3.39,A,0.52,P
USGS,11467270,2022-08-30 06:00,PDT,3.25,A,0.38,P
USGS,11467270,2022-08-30 06:15,PDT,3.10,A,0.23,P
USGS,11467270,2022-08-30 06:30,PDT,2.97,A,0.10,P
USGS,11467270,2022-08-30 06:45,PDT,2.84,A,-0.03,P
USGS,11467270,2022-08-30 07:00,PDT,2.71,A,-0.16,P
USGS,11467270,2022-08-30 07:15,PDT,2.59,A,-0.28,P
USGS,11467270,2022-08-30 07:30,PDT,2.47,A,-0.40,P
USGS,11467270,2022-08-30 07:45,PDT,2.35,A,-0.52,P
USGS,11467270,2022-08-30 08:00,PDT,2.25,A,-0.62,P
USGS,11467270,2022-08-30 08:15,PDT,2.15,A,-0.72,P
USGS,11467270,2022-08-30 08:30,PDT,2.06,A,-0.81,P
USGS,11467270,2022-08-30 08:45,PDT,1.99,A,-0.88,P
USGS,11467270,2022-08-30 09:00,PDT,1.94,A,-0.93,P
USGS,11467270,2022-08-30 09:15,PDT,1.90,A,-0.97,P
USGS,11467270,2022-08-30 09:30,PDT,1.94,A,-0.93,P
USGS,11467270,2022-08-30 09:45,PDT,2.05,A,-0.82,P
USGS,11467270,2022-08-30 10:00,PDT,2.19,A,-0.68,P
USGS,11467270,2022-08-30 10:15,PDT,2.31,A,-0.56,P
USGS,11467270,2022-08-30 10:30,PDT,2.48,A,-0.39,P
USGS,11467270,2022-08-30 10:45,PDT,2.63,A,-0.24,P
USGS,11467270,2022-08-30 11:00,PDT,2.81,A,-0.06,P
USGS,11467270,2022-08-30 11:15,PDT,3.01,A,0.14,P
USGS,11467270,2022-08-30 11:30,PDT,3.21,A,0.34,P
USGS,11467270,2022-08-30 11:45,PDT,3.42,A,0.55,P
USGS,11467270,2022-08-30 12:00,PDT,3.62,A,0.75,P
USGS,11467270,2022-08-30 12:15,PDT,3.82,A,0.95,P
USGS,11467270,2022-08-30 12:30,PDT,4.04,A,1.17,P
USGS,11467270,2022-08-30 12:45,PDT,4.24,A,1.37,P
USGS,11467270,2022-08-30 13:00,PDT,4.44,A,1.57,P
USGS,11467270,2022-08-30 13:15,PDT,4.61,A,1.74,P
USGS,11467270,2022-08-30 13:30,PDT,4.77,A,1.90,P
USGS,11467270,2022-08-30 13:45,PDT,4.95,A,2.08,P
USGS,11467270,2022-08-30 14:00,PDT,5.09,A,2.22,P
USGS,11467270,2022-08-30 14:15,PDT,5.18,A,2.31,P
USGS,11467270,2022-08-30 14:30,PDT,5.27,A,2.40,P
USGS,11467270,2022-08-30 14:45,PDT,5.31,A,2.44,P
USGS,11467270,2022-08-30 15:00,PDT,5.35,A,2.48,P
USGS,11467270,2022-08-30 15:15,PDT,5.26,A,2.39,P
USGS,11467270,2022-08-30 15:30,PDT,5.13,A,2.26,P
USGS,11467270,2022-08-30 15:45,PDT,5.01,A,2.14,P
USGS,11467270,2022-08-30 16:00,PDT,4.90,A,2.03,P
USGS,11467270,2022-08-30 16:15,PDT,4.77,A,1.90,P
USGS,11467270,2022-08-30 16:30,PDT,4.63,A,1.76,P
USGS,11467270,2022-08-30 16:45,PDT,4.49,A,1.62,P
USGS,11467270,2022-08-30 17:00,PDT,4.35,A,1.48,P
USGS,11467270,2022-08-30 17:15,PDT,4.20,A,1.33,P
USGS,11467270,2022-08-30 17:30,PDT,4.06,A,1.19,P
USGS,11467270,2022-08-30 17:45,PDT,3.91,A,1.04,P
USGS,11467270,2022-08-30 18:00,PDT,3.76,A,0.89,P
USGS,11467270,2022-08-30 18:15,PDT,3.61,A,0.74,P
USGS,11467270,2022-08-30 18:30,PDT,3.47,A,0.60,P
USGS,11467270,2022-08-30 18:45,PDT,3.34,A,0.47,P
USGS,11467270,2022-08-30 19:00,PDT,3.20,A,0.33,P
USGS,11467270,2022-08-30 19:15,PDT,3.07,A,0.20,P
USGS,11467270,2022-08-30 19:30,PDT,2.94,A,0.07,P
USGS,11467270,2022-08-30 19:45,PDT,2.82,A,-0.05,P
USGS,11467270,2022-08-30 20:00,PDT,2.71,A,-0.16,P
USGS,11467270,2022-08-30 20:15,PDT,2.61,A,-0.26,P
USGS,11467270,2022-08-30 20:30,PDT,2.51,A,-0.36,P
USGS,11467270,2022-08-30 20:45,PDT,2.42,A,-0.45,P
USGS,11467270,2022-08-30 21:00,PDT,2.35,A,-0.52,P
USGS,11467270,2022-08-30 21:15,PDT,2.30,A,-0.57,P
USGS,11467270,2022-08-30 21:30,PDT,2.27,A,-0.60,P
USGS,11467270,2022-08-30 21:45,PDT,2.30,A,-0.57,P
USGS,11467270,2022-08-30 22:00,PDT,2.39,A,-0.48,P
USGS,11467270,2022-08-30 22:15,PDT,2.51,A,-0.36,P
USGS,11467270,2022-08-30 22:30,PDT,2.62,A,-0.25,P
USGS,11467270,2022-08-30 22:45,PDT,2.74,A,-0.13,P
USGS,11467270,2022-08-30 23:00,PDT,2.88,A,0.01,P
USGS,11467270,2022-08-30 23:15,PDT,3.04,A,0.17,P
USGS,11467270,2022-08-30 23:30,PDT,3.19,A,0.32,P
USGS,11467270,2022-08-30 23:45,PDT,3.35,A,0.48,P
USGS,11467270,2022-08-31 00:00,PDT,3.52,A,0.65,P
USGS,11467270,2022-08-31 00:15,PDT,3.71,A,0.84,P
USGS,11467270,2022-08-31 00:30,PDT,3.87,A,1.00,P
USGS,11467270,2022-08-31 00:45,PDT,4.03,A,1.16,P
USGS,11467270,2022-08-31 01:00,PDT,4.19,A,1.32,P
USGS,11467270,2022-08-31 01:15,PDT,4.35,A,1.48,P
USGS,11467270,2022-08-31 01:30,PDT,4.49,A,1.62,P
USGS,11467270,2022-08-31 01:45,PDT,4.61,A,1.74,P
USGS,11467270,2022-08-31 02:00,PDT,4.70,A,1.83,P
USGS,11467270,2022-08-31 02:15,PDT,4.78,A,1.91,P
USGS,11467270,2022-08-31 02:30,PDT,4.86,A,1.99,P
USGS,11467270,2022-08-31 02:45,PDT,4.88,A,2.01,P
USGS,11467270,2022-08-31 03:00,PDT,4.85,A,1.98,P
USGS,11467270,2022-08-31 03:15,PDT,4.75,A,1.88,P
USGS,11467270,2022-08-31 03:30,PDT,4.65,A,1.78,P
USGS,11467270,2022-08-31 03:45,PDT,4.55,A,1.68,P
USGS,11467270,2022-08-31 04:00,PDT,4.46,A,1.59,P
USGS,11467270,2022-08-31 04:15,PDT,4.37,A,1.50,P
USGS,11467270,2022-08-31 04:30,PDT,4.22,A,1.35,P
USGS,11467270,2022-08-31 04:45,PDT,4.09,A,1.22,P
USGS,11467270,2022-08-31 05:00,PDT,3.96,A,1.09,P
USGS,11467270,2022-08-31 05:15,PDT,3.83,A,0.96,P
USGS,11467270,2022-08-31 05:30,PDT,3.69,A,0.82,P
USGS,11467270,2022-08-31 05:45,PDT,3.55,A,0.68,P
USGS,11467270,2022-08-31 06:00,PDT,3.42,A,0.55,P
USGS,11467270,2022-08-31 06:15,PDT,3.28,A,0.41,P
USGS,11467270,2022-08-31 06:30,PDT,3.15,A,0.28,P
USGS,11467270,2022-08-31 06:45,PDT,3.02,A,0.15,P
USGS,11467270,2022-08-31 07:00,PDT,2.90,A,0.03,P
USGS,11467270,2022-08-31 07:15,PDT,2.78,A,-0.09,P
USGS,11467270,2022-08-31 07:30,PDT,2.67,A,-0.20,P
USGS,11467270,2022-08-31 07:45,PDT,2.55,A,-0.32,P
USGS,11467270,2022-08-31 08:00,PDT,2.45,A,-0.42,P
USGS,11467270,2022-08-31 08:15,PDT,2.36,A,-0.51,P
USGS,11467270,2022-08-31 08:30,PDT,2.26,A,-0.61,P
USGS,11467270,2022-08-31 08:45,PDT,2.19,A,-0.68,P
USGS,11467270,2022-08-31 09:00,PDT,2.12,A,-0.75,P
USGS,11467270,2022-08-31 09:15,PDT,2.08,A,-0.79,P
USGS,11467270,2022-08-31 09:30,PDT,2.08,A,-0.79,P
USGS,11467270,2022-08-31 09:45,PDT,2.07,A,-0.80,P
USGS,11467270,2022-08-31 10:00,PDT,2.18,A,-0.69,P
USGS,11467270,2022-08-31 10:15,PDT,2.32,A,-0.55,P
USGS,11467270,2022-08-31 10:30,PDT,2.44,A,-0.43,P
USGS,11467270,2022-08-31 10:45,PDT,2.60,A,-0.27,P
USGS,11467270,2022-08-31 11:00,PDT,2.75,A,-0.12,P
USGS,11467270,2022-08-31 11:15,PDT,2.91,A,0.04,P
USGS,11467270,2022-08-31 11:30,PDT,3.09,A,0.22,P
USGS,11467270,2022-08-31 11:45,PDT,3.29,A,0.42,P
USGS,11467270,2022-08-31 12:00,PDT,3.49,A,0.62,P
USGS,11467270,2022-08-31 12:15,PDT,3.69,A,0.82,P
USGS,11467270,2022-08-31 12:30,PDT,3.87,A,1.00,P
USGS,11467270,2022-08-31 12:45,PDT,4.10,A,1.23,P
USGS,11467270,2022-08-31 13:00,PDT,4.30,A,1.43,P
USGS,11467270,2022-08-31 13:15,PDT,4.51,A,1.64,P
USGS,11467270,2022-08-31 13:30,PDT,4.70,A,1.83,P
USGS,11467270,2022-08-31 13:45,PDT,4.87,A,2.00,P
USGS,11467270,2022-08-31 14:00,PDT,5.06,A,2.19,P
USGS,11467270,2022-08-31 14:15,PDT,5.20,A,2.33,P
USGS,11467270,2022-08-31 14:30,PDT,5.34,A,2.47,P
USGS,11467270,2022-08-31 14:45,PDT,5.45,A,2.58,P
USGS,11467270,2022-08-31 15:00,PDT,5.51,A,2.64,P
USGS,11467270,2022-08-31 15:15,PDT,5.57,A,2.70,P
USGS,11467270,2022-08-31 15:30,PDT,5.56,A,2.69,P
USGS,11467270,2022-08-31 15:45,PDT,5.53,A,2.66,P
USGS,11467270,2022-08-31 16:00,PDT,5.37,A,2.50,P
USGS,11467270,2022-08-31 16:15,PDT,5.22,A,2.35,P
USGS,11467270,2022-08-31 16:30,PDT,5.12,A,2.25,P
USGS,11467270,2022-08-31 16:45,PDT,5.01,A,2.14,P
USGS,11467270,2022-08-31 17:00,PDT,4.86,A,1.99,P
USGS,11467270,2022-08-31 17:15,PDT,4.72,A,1.85,P
USGS,11467270,2022-08-31 17:30,PDT,4.57,A,1.70,P
USGS,11467270,2022-08-31 17:45,PDT,4.42,A,1.55,P
USGS,11467270,2022-08-31 18:00,PDT,4.27,A,1.40,P
USGS,11467270,2022-08-31 18:15,PDT,4.12,A,1.25,P
USGS,11467270,2022-08-31 18:30,PDT,3.97,A,1.10,P
USGS,11467270,2022-08-31 18:45,PDT,3.83,A,0.96,P
USGS,11467270,2022-08-31 19:00,PDT,3.68,A,0.81,P
USGS,11467270,2022-08-31 19:15,PDT,3.53,A,0.66,P
USGS,11467270,2022-08-31 19:30,PDT,3.39,A,0.52,P
