sample_id,cast,date,latitude,longitude,depth,chl_ug_L,chl_qc,phaeo_ug_L,phaeo_qc,poc_ug_L,poc_qc,pon_ug_L,pon_qc,nitrite_umol_L,nitrite_qc,nitrate_nitrite_umol_L,nitrate_nitrite_qc,phosphate_umol_L,phosphate_qc,silicate_umol_L,silicate_qc,nitrate_umol_L,nitrate_qc,Tot_Chl_a,Tot_Chl_b,Tot_Chl_c,Alpha_beta_Car,But_fuco,Hex_fuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MV_Chl_a,DV_Chl_a,Chlide_a,MV_Chl_b,DV_Chl_b,Chl_c1c2,Chl_c3,Lut,Neo,Viola,Phytin_a,Phide_a,Pras,Gyro,Tchl,PPC,PSC,PSP,Tcar,Tacc,Tpg,DP,Tacc_Tchla,PSC_Tcar,PPC_Tcar,Tchl_Tcar,PPC_Tpg,PSP_Tpg,TchlA_Tpg,time_dt,time_dn,temp,sal,sigma_T,oxygen,PAR,sal_abs,Perid:Chla,Allo:Chla,But-fuco:Chla,Fuco:Chla,Hex-fuco:Chla,Zea:Chla,MVChlb:Chla
2304122100,0,2312485200,37.446657,-124.865867,0,0.67,0,0.42,0,8.7589,0,1.497362443,0,0.0635,0,0.8915,0,0.1635,0,2.832,0,0.828,0,1.065,0.352,0.105,0.037,0,0.013,0.041,0.011,0,0.07,0,0.038,1.05,0,0.015,0.352,0,0.079,0.026,0.005,0.03,0.012,0.03,0.015,0.092,0,1.522,0.127,0.083,1.605,0.21,0.667,1.732,0.514,0.63,0.4,0.6,7.25,0.07,0.93,0.61,12-Apr-2023 21:00:00,738988.875,12.125,32.461,24.594,6.207,1723.488653,32.6147489671371,0,0.0384976525821596,0,0.0657276995305164,0.0122065727699531,0.0356807511737089,0.330516431924883
2304122130,0,2312487000,37.367199,-124.865406,0,0.83,0,0.34,0,12.956,0,2.155697724,0,0.0755,0,1.325,0,0.214,0,3.1905,0,1.2495,0,1.56,0.283,0.236,0.056,0.015,0.049,0.058,0.035,0.016,0.329,0.018,0.021,1.534,0,0.026,0.283,0,0.189,0.047,0.006,0.026,0.009,0.019,0.052,0.071,0,2.079,0.186,0.411,2.49,0.597,1.116,2.676,0.773,0.72,0.69,0.31,3.48,0.07,0.93,0.58,12-Apr-2023 21:30:00,738988.895833333,11.822,32.472,24.659,5.941,2595.636668,32.625795576675,0.0115384615384615,0.0371794871794872,0.00961538461538461,0.210897435897436,0.0314102564102564,0.0134615384615385,0.181410256410256
2304122200,0,2312488800,37.28886,-124.865351,0,0.91,0,0.28,0,8.6584,0,1.531135144,0,0.0745,0,1.4695,0,0.2285,0,2.7765,0,1.395,0,1.112,0.137,0.223,0.04,0.028,0.118,0.043,0.043,0.014,0.229,0.017,0.031,1.096,0,0.016,0.137,0,0.152,0.071,0,0.015,0.009,0.016,0.029,0.04,0,1.472,0.171,0.392,1.864,0.563,0.923,2.035,0.603,0.83,0.7,0.3,2.61,0.08,0.92,0.55,12-Apr-2023 22:00:00,738988.916666667,11.953,32.515,24.669,5.903,2782.891372,32.6689937920931,0.0152877697841727,0.0386690647482014,0.0251798561151079,0.205935251798561,0.106115107913669,0.0278776978417266,0.123201438848921
2304122230,0,2312490600,37.212602,-124.872297,0,1.26,0,1,0,6.7401,0,1.273015674,0,0.08,0,0.8795,0,0.178,0,1.494,0,0.7995,0,2.307,0.105,0.5,0.061,0.035,0.108,0.056,0.099,0.031,0.887,0.015,0.013,2.251,0,0.056,0.105,0,0.382,0.118,0,0.012,0,0.032,0.09,0.026,0,2.912,0.26,1.045,3.957,1.305,1.91,4.217,1.219,0.83,0.8,0.2,2.23,0.06,0.94,0.55,12-Apr-2023 22:30:00,738988.9375,12.09,32.559,24.677,5.997,2586.923959,32.7131965013996,0.00650195058517555,0.0242739488513221,0.0151712180320763,0.384482011270048,0.046814044213264,0.00563502384048548,0.0455136540962289
2304122242,0,2312491320,37.182203,-124.87605,0,1.63,0,0.7,0,-9999,0,-9999,0,0.0775,0,0.9485,0,0.1815,0,1.5145,0,0.871,0,1.934,0.123,0.414,0.05,0.029,0.111,0.034,0.08,0.018,0.685,0.016,0.014,1.892,0,0.042,0.123,0,0.313,0.101,0,0.013,0.005,0.03,0.066,0.028,0,2.471,0.196,0.841,3.312,1.037,1.574,3.508,1.012,0.81,0.81,0.19,2.38,0.06,0.94,0.55,12-Apr-2023 22:42:00,738988.945833333,12.137,32.58,24.685,5.867,1869.593093,32.7342936421001,0.00827300930713547,0.0175801447776629,0.014994829369183,0.354188210961737,0.0573940020682523,0.00723888314374354,0.0635987590486039
2304130030,0,2312497800,37.173604,-124.914578,0,1.41,0,0.29,0,9.6368,0,1.638072784,0,0.071,0,1.0035,0,0.1755,0,1.7065,0,0.9325,0,1.9,0.126,0.402,0.047,0.022,0.09,0.031,0.065,0.011,0.691,0,0.012,1.872,0,0.028,0.126,0,0.311,0.091,0,0.011,0,0.032,0.066,0.032,0,2.428,0.166,0.803,3.231,0.969,1.497,3.397,0.972,0.79,0.83,0.17,2.51,0.05,0.95,0.56,13-Apr-2023 00:30:00,738989.020833333,12.035,32.574,24.699,6.728,1568.417512,32.728262597566,0,0.0163157894736842,0.0115789473684211,0.363684210526316,0.0473684210526316,0.00631578947368421,0.0663157894736842
2304130100,0,2312499600,37.188166,-124.960542,0,1.95,0,0.46,0,10.7124,0,1.936856704,0,0.0845,0,0.9125,0,0.1855,0,1.8255,0,0.828,0,2.482,0.176,0.484,0.063,0,0.081,0.043,0.073,0.011,0.829,0.017,0.013,2.44,0,0.042,0.176,0,0.381,0.103,0,0.016,0,0.052,0.141,0.046,0,3.142,0.203,0.927,4.069,1.13,1.79,4.272,1.159,0.72,0.82,0.18,2.78,0.05,0.95,0.58,13-Apr-2023 01:00:00,738989.041666667,11.848,32.535,24.703,5.952,2064.549997,32.6890764779069,0.00684931506849315,0.0173247381144238,0,0.334004834810637,0.032634971796938,0.00523771152296535,0.0709105560032232
2304130200,0,2312503200,37.217304,-125.040336,0,3.34,0,1.03,0,20.7262,0,3.187980561,0,0.065,0,0.42,0,0.154,0,1.649,0,0.355,0,5.754,0.32,0.916,0.125,0,0.043,0.045,0.128,0.013,1.921,0.023,0.013,5.652,0,0.102,0.32,0,0.847,0.069,0,0.025,0.01,0.083,0.276,0.081,0,6.99,0.324,1.987,8.977,2.311,3.547,9.301,2.365,0.62,0.86,0.14,3.02,0.03,0.97,0.62,13-Apr-2023 02:00:00,738989.083333333,11.803,32.549,24.722,6.076,1080.857992,32.7031405236608,0.00399721932568648,0.00782064650677789,0,0.333854709767119,0.00747306221758776,0.00225929787973584,0.0556134862704206
2304130300,0,2312506800,37.236517,-125.110393,0,0.97,0,0.84,0,9.7283,0,1.632579471,0,0.076,0,1.0475,0,0.1515,0,2.2875,0,0.9715,0,1.647,0.272,0.201,0.053,0,0.016,0.037,0.03,0,0.359,0,0.016,1.632,0,0.015,0.272,0,0.186,0.015,0,0.022,0.009,0.025,0.048,0.073,0,2.12,0.136,0.375,2.495,0.511,0.984,2.631,0.7,0.6,0.73,0.27,4.15,0.05,0.95,0.63,13-Apr-2023 03:00:00,738989.125,12.091,32.531,24.655,5.865,12.46200037,32.6850528327753,0,0.0224650880388585,0,0.217972070431087,0.00971463266545234,0.00971463266545234,0.16514875531269
2304131500,0,2312550000,37.552852,-125.333494,0,0.49,0,0.18,0,4.8245,0,0.893892992,0,0.076,0,1.107,0,0.1825,0,2.3145,0,1.031,0,0.654,0.091,0.178,0.034,0.042,0.152,0.02,0.022,0,0.13,0,0.041,0.654,0,0,0.091,0,0.095,0.083,0,0,0,0.011,0,0.019,0,0.923,0.117,0.324,1.247,0.441,0.71,1.364,0.476,1.09,0.73,0.27,2.09,0.09,0.91,0.48,13-Apr-2023 15:00:00,738989.625,12.101,32.617,24.72,6.085,1579.398649,32.771468360234,0,0.0305810397553517,0.0642201834862385,0.198776758409786,0.232415902140673,0.0626911314984709,0.13914373088685
2304131530,0,2312551800,37.473027,-125.310472,0,0.5,0,0.14,0,3.3143,0,0.638755393,0,0.0875,0,1.293,0,0.1925,0,2.334,0,1.2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-Apr-2023 15:30:00,738989.645833333,11.988,32.616,24.74,6.065,1919.35997,32.77045982258,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304131600,0,2312553600,37.393629,-125.288078,0,0.56,0,0.22,0,-9999,0,-9999,0,0.083,0,1.4255,0,0.2075,0,2.408,0,1.3425,0,0.78,0.082,0.218,0.025,0.041,0.156,0.014,0.032,0.007,0.195,0,0.024,0.773,0,0.007,0.082,0,0.123,0.095,0,0.01,0,0,0.013,0.018,0,1.08,0.102,0.392,1.472,0.494,0.794,1.574,0.512,1.02,0.79,0.21,2.19,0.06,0.94,0.5,13-Apr-2023 16:00:00,738989.666666667,11.872,32.594,24.745,6.087,992.9546938,32.748351784825,0,0.0179487179487179,0.0525641025641026,0.25,0.2,0.0307692307692308,0.105128205128205
2304131630,0,2312555400,37.376185,-125.282137,0,0.73,0,0.43,0,5.5305,0,1.088694158,0,0.1085,0,1.7,0,0.229,0,2.937,0,1.5915,0,0.978,0.194,0.18,0.044,0.022,0.09,0.038,0.028,0,0.165,0,0.029,0.97,0,0.008,0.194,0,0.117,0.063,0,0.016,0.008,0.019,0.031,0.056,0,1.352,0.139,0.277,1.629,0.416,0.79,1.768,0.538,0.81,0.67,0.33,3.25,0.08,0.92,0.55,13-Apr-2023 16:30:00,738989.6875,NaN,NaN,NaN,NaN,271.87336,NaN,0,0.0388548057259714,0.0224948875255624,0.168711656441718,0.0920245398773006,0.0296523517382413,0.198364008179959
2304131700,0,2312557200,37.376185,-125.282137,0,1.19,0,0.7,0,8.0432,0,1.574009861,0,0.084,0,1.4975,0,0.188,0,3.0835,0,1.4135,0,1.344,0.268,0.21,0.057,0.014,0.048,0.05,0.028,0.005,0.241,0,0.027,1.33,0,0.014,0.268,0,0.158,0.052,0,0.024,0.008,0.03,0.096,0.075,0,1.822,0.167,0.303,2.125,0.47,0.948,2.292,0.648,0.71,0.64,0.36,3.88,0.07,0.93,0.59,13-Apr-2023 17:00:00,738989.708333333,NaN,NaN,NaN,NaN,620.6773852,NaN,0,0.037202380952381,0.0104166666666667,0.179315476190476,0.0357142857142857,0.0200892857142857,0.199404761904762
2304131730,0,2312559000,37.376185,-125.282137,0,0.64,0,0.53,0,6.3831,0,1.285008141,0,0.1235,0,2.429,0,0.24,0,3.2655,0,2.3055,0,0.942,0.258,0.122,0.041,0,0.02,0.04,0.017,0,0.149,0,0.032,0.912,0,0.03,0.258,0,0.095,0.027,0,0.026,0.01,0.04,0.027,0.071,0,1.322,0.13,0.169,1.491,0.299,0.679,1.621,0.499,0.72,0.57,0.43,4.42,0.08,0.92,0.58,13-Apr-2023 17:30:00,738989.729166667,NaN,NaN,NaN,NaN,969.4814085,NaN,0,0.0424628450106157,0,0.158174097664544,0.0212314225053079,0.0339702760084926,0.273885350318471
2304131800,0,2312560800,37.004628,-125.271676,0,1.91,0,0.29,0,8.7917,0,1.623433264,0,0.094,0,1.688,0,0.1775,0,2.3235,0,1.594,0,2.229,0.224,0.3,0.071,0,0.013,0.043,0.057,0.01,0.672,0,0.012,2.175,0,0.054,0.224,0,0.271,0.029,0,0.023,0.01,0.064,0.094,0.055,0,2.753,0.193,0.685,3.438,0.878,1.402,3.631,0.964,0.63,0.78,0.22,3.14,0.05,0.95,0.61,13-Apr-2023 18:00:00,738989.75,NaN,NaN,NaN,NaN,1318.285434,NaN,0,0.0192911619560341,0,0.301480484522207,0.00583221175414984,0.0053835800807537,0.100493494840736
2304131830,0,2312562600,37.004628,-125.271676,0,0.46,0,0.18,0,3.0928,0,0.615578452,0,0.11,0,2.2715,0,0.268,0,2.2835,0,2.1615,0,0.528,0.125,0.054,0.03,0,0.01,0.027,0.01,0,0.069,0,0.012,0.528,0,0,0.125,0,0.045,0.009,0,0.012,0.007,0,0.014,0.036,0,0.707,0.079,0.079,0.786,0.158,0.337,0.865,0.243,0.64,0.5,0.5,4.47,0.09,0.91,0.61,13-Apr-2023 18:30:00,738989.770833333,NaN,NaN,NaN,NaN,1667.089459,NaN,0,0.0511363636363636,0,0.130681818181818,0.0189393939393939,0.0227272727272727,0.236742424242424
2304131900,0,2312564400,37.004628,-125.271676,0,1.18,0,0.71,0,6.9277,0,1.3075697,0,0.106,0,2.272,0,0.254,0,2.747,0,2.166,0,1.552,0.211,0.205,0.053,0,0.032,0.041,0.044,0.015,0.416,0,0.02,1.528,0,0.024,0.211,0,0.171,0.034,0,0.02,0.01,0.047,0.082,0.06,0,1.968,0.173,0.448,2.416,0.621,1.037,2.589,0.72,0.67,0.72,0.28,3.17,0.07,0.93,0.6,13-Apr-2023 19:00:00,738989.791666667,NaN,NaN,NaN,NaN,2015.893482,NaN,0,0.0264175257731959,0,0.268041237113402,0.0206185567010309,0.0128865979381443,0.135953608247423
2304131930,0,2312566200,37.004628,-125.271676,0,1.07,0,0.5,0,7.8123,0,1.343326339,0,0.116,0,2.35,0,0.269,0,2.8515,0,2.234,0,1.522,0.191,0.236,0.047,0,0.035,0.039,0.045,0.008,0.404,0,0.018,1.486,0,0.036,0.191,0,0.198,0.038,0,0.021,0.01,0.04,0.073,0.056,0,1.949,0.157,0.439,2.388,0.596,1.023,2.545,0.687,0.67,0.74,0.26,3.27,0.06,0.94,0.6,13-Apr-2023 19:30:00,738989.8125,NaN,NaN,NaN,NaN,2364.697507,NaN,0,0.0256241787122208,0,0.265440210249672,0.0229960578186597,0.011826544021025,0.125492772667543
2304132100,0,2312571600,37.029564,-125.333671,0,0.45,0,0.21,0,3.2211,0,0.632319832,0,0.109,0,2.223,0,0.273,0,2.107,0,2.114,0,0.712,0.158,0.05,0.035,0,0.013,0.047,0.012,0,0.077,0,0.012,0.704,0,0.008,0.158,0,0.041,0.009,0,0.017,0.011,0,0.016,0.049,0,0.92,0.106,0.09,1.01,0.196,0.404,1.116,0.307,0.57,0.46,0.54,4.69,0.09,0.91,0.64,13-Apr-2023 21:00:00,738989.875,12.343,32.684,24.726,6.232,2105.799998,32.838752129118,0,0.0660112359550562,0,0.10814606741573,0.0182584269662921,0.0168539325842697,0.221910112359551
2304132130,0,2312573400,37.054632,-125.404923,0,0.48,0,0.32,0,4.7146,0,0.814776298,0,0.103,0,2.09,0,0.246,0,2.568,0,1.987,0,0.687,0.214,0.071,0.033,0,0.014,0.045,0.008,0,0.044,0,0.021,0.677,0,0.01,0.214,0,0.058,0.013,0,0.023,0.014,0,0,0.059,0,0.972,0.107,0.058,1.03,0.165,0.45,1.137,0.338,0.66,0.35,0.65,5.89,0.09,0.91,0.6,13-Apr-2023 21:30:00,738989.895833333,12.248,32.638,24.708,6.246,1608.727355,32.7925322725542,0,0.0655021834061135,0,0.0640465793304221,0.0203784570596798,0.0305676855895196,0.311499272197962
2304132200,0,2312575200,37.080649,-125.474165,0,0.83,0,0.47,0,6.0205,0,1.146035706,0,0.1165,0,1.75,0,0.2065,0,2.533,0,1.6335,0,1.231,0.23,0.177,0.049,0,0.026,0.04,0.034,0.011,0.281,0,0.024,1.204,0,0.027,0.23,0,0.145,0.032,0,0.023,0.01,0.039,0.037,0.065,0,1.638,0.158,0.307,1.945,0.465,0.872,2.103,0.601,0.71,0.66,0.34,3.52,0.08,0.92,0.59,13-Apr-2023 22:00:00,738989.916666667,11.81,32.481,24.669,6.31,1414.78,32.634786991174,0,0.0324939073923639,0,0.228269699431357,0.0211210398050366,0.0194963444354184,0.186839967506093
2304140630,0,2312605800,37.04076,-125.328841,0,0.8,0,0.5,0,5.3349,0,0.991177186,0,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Apr-2023 06:30:00,738990.270833333,12.01,32.675,24.782,6.193,4.12,32.8297104804527,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304141518,0,2312637480,37.398021,-125.297908,0,0.53,0,0.39,0,5.598,0,1.064915603,0,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Apr-2023 15:18:00,738990.6375,11.746,32.581,24.758,6.127,220.8099974,32.7352899592689,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304141534,0,2312638440,37.425618,-125.3331,0,0.79,0,0.45,0,-9999,0,-9999,0,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Apr-2023 15:34:00,738990.648611111,12.063,32.577,24.696,5.99,711.3753036,32.7312708252686,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304141819,0,2312648340,37.435733,-125.106745,0,NaN,-9999,NaN,-9999,6.5473,0,1.373061824,0,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Apr-2023 18:19:00,738990.763194444,11.579,32.538,24.755,6.18,2870.891333,32.6920994412183,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304161600,0,2312812800,36.841018,-124.281672,0,0.48,0,0.51,0,4.7339,0,0.821601733,0,0.19,0,5.372,0,0.432,0,5.445,0,5.182,0,0.883,0.31,0.09,0.043,0,0.026,0.043,0.01,0,0.049,0,0.037,0.883,0,0,0.31,0,0.07,0.02,0,0.033,0.017,0.016,0,0.086,0,1.283,0.133,0.075,1.358,0.208,0.608,1.491,0.465,0.69,0.36,0.64,6.17,0.09,0.91,0.59,16-Apr-2023 16:00:00,738992.666666667,11.996,33.031,25.06,5.96,637.5839983,33.1874347521997,0,0.0486976217440544,0,0.0554926387315968,0.029445073612684,0.0419026047565119,0.351075877689694
2304161630,0,2312814600,36.841731,-124.196789,0,0.32,0,0.25,0,4.1571,0,0.790863201,0,0.1775,0,4.579,0,0.4,0,4.9175,0,4.4015,0,0.455,0.151,0.054,0.024,0,0.025,0.022,0.007,0,0.024,0,0.025,0.455,0,0,0.151,0,0.043,0.011,0,0.016,0.011,0,0,0.042,0,0.66,0.078,0.049,0.709,0.127,0.332,0.787,0.247,0.73,0.39,0.61,5.2,0.1,0.9,0.58,16-Apr-2023 16:30:00,738992.6875,12.213,33.036,25.024,5.946,716.2286663,33.1924626731842,0,0.0483516483516483,0,0.0527472527472527,0.0549450549450549,0.0549450549450549,0.331868131868132
2304161700,0,2312816400,36.909195,-124.196426,0,3.7,0,0.95,0,20.5139,0,2.998057574,0,0.1255,0,0.7485,0,0.1295,0,0.313,0,0.623,0,4.507,0.093,1.191,0.102,0.028,0.357,0.048,0.17,0.102,2.078,0.022,0,4.345,0,0.162,0.093,0,0.922,0.269,0,0.013,0.007,0.062,0.411,0.025,0,5.791,0.422,2.485,8.276,2.907,4.191,8.698,2.626,0.93,0.85,0.15,1.99,0.05,0.95,0.52,16-Apr-2023 17:00:00,738992.708333333,12.268,33.046,25.021,6.575,1413.216668,33.2025153870291,0.00488129576214777,0.010650099844686,0.00621255824273353,0.461060572442867,0.0792101175948525,0,0.0206345684490792
2304161730,0,2312818200,36.97765,-124.196064,0,1.44,0,0.38,0,26.3748,0,4.495167963,0,0.1575,0,3.806,0,0.3705,0,5.578,0,3.6485,0,1.917,0.196,0.33,0.082,0.014,0.048,0.086,0.069,0.043,0.429,0.015,0.017,1.859,0,0.058,0.196,0,0.277,0.053,0.006,0.024,0.007,0.027,0.094,0.057,0,2.443,0.297,0.506,2.949,0.803,1.329,3.246,0.805,0.69,0.63,0.37,3.04,0.09,0.91,0.59,16-Apr-2023 17:30:00,738992.729166667,11.052,32.626,24.918,6.289,1567.193571,32.7805315083747,0.00782472613458529,0.0448617631716223,0.00730307772561294,0.223787167449139,0.0250391236306729,0.00886802295253,0.102243088158581
2304161800,0,2312820000,37.045252,-124.19568,0,1.38,0,0.27,0,9.8726,0,1.502131619,0,0.148,0,3.1665,0,0.331,0,4.28,0,3.0185,0,2.142,0.253,0.345,0.091,0.018,0.072,0.143,0.059,0.052,0.421,0.017,0.025,2.097,0,0.045,0.253,0,0.282,0.063,0.006,0.019,0.005,0.028,0.083,0.061,0,2.74,0.37,0.528,3.268,0.898,1.496,3.638,0.949,0.7,0.59,0.41,3.05,0.1,0.9,0.59,16-Apr-2023 18:00:00,738992.75,11.308,32.621,24.868,6.213,2036.779991,32.7755131229212,0.00793650793650794,0.0667600373482726,0.00840336134453781,0.196545284780579,0.0336134453781513,0.011671335200747,0.118113912231559
2304161830,0,2312821800,37.11067,-124.195249,0,0.46,0,0.3,0,3.6463,0,0.556164508,0,0.111,0,2.0925,0,0.279,0,3.423,0,1.9815,0,0.63,0.152,0.124,0.035,0.014,0.067,0.022,0.019,0.027,0.129,0,0.037,0.624,0,0.006,0.152,0,0.077,0.047,0.007,0.016,0,0,0,0.04,0,0.906,0.14,0.21,1.116,0.35,0.626,1.256,0.421,0.99,0.6,0.4,2.59,0.11,0.89,0.5,16-Apr-2023 18:30:00,738992.770833333,11.546,32.573,24.788,6.117,2472.354665,32.7272908872386,0,0.0349206349206349,0.0222222222222222,0.204761904761905,0.106349206349206,0.0587301587301587,0.241269841269841
2304161900,0,2312823600,37.177682,-124.195006,0,0.4,0,0.22,0,2.9925,0,0.508567709,0,0.1275,0,1.9015,0,0.259,0,2.983,0,1.774,0,0.644,0.136,0.127,0.027,0.018,0.07,0.02,0.02,0.021,0.123,0,0.033,0.644,0,0,0.136,0,0.077,0.05,0,0.012,0,0,0,0.033,0,0.907,0.121,0.211,1.118,0.332,0.595,1.239,0.4,0.92,0.64,0.36,2.73,0.1,0.9,0.52,16-Apr-2023 19:00:00,738992.791666667,11.746,32.59,24.765,6.074,2442.925332,32.7443766519957,0,0.031055900621118,0.0279503105590062,0.190993788819876,0.108695652173913,0.0512422360248447,0.211180124223602
2304161930,0,2312825400,37.241132,-124.190455,0,0.45,0,0.21,0,3.4661,0,0.540120159,0,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,0.532,0.104,0.112,0.026,0.023,0.085,0.017,0.019,0.028,0.096,0,0.032,0.523,0,0.009,0.104,0,0.063,0.049,0,0.011,0,0,0,0.029,0,0.748,0.122,0.204,0.952,0.326,0.542,1.074,0.357,1.02,0.63,0.37,2.29,0.11,0.89,0.5,16-Apr-2023 19:30:00,738992.8125,11.857,32.59,24.744,6.094,2523.041334,32.7443818450728,0,0.0319548872180451,0.0432330827067669,0.180451127819549,0.159774436090226,0.0601503759398496,0.195488721804511
2304162000,0,2312827200,37.245649,-124.104542,0,0.39,0,0.24,0,4.2482,0,0.656568192,0,0.114,0,2.185,0,0.293,0,3.5735,0,2.071,0,0.589,0.186,0.091,0.029,0.018,0.062,0.02,0.016,0.02,0.067,0,0.045,0.582,0,0.007,0.186,0,0.059,0.032,0.01,0.021,0,0,0,0.054,0,0.866,0.13,0.147,1.013,0.277,0.554,1.143,0.398,0.94,0.53,0.47,3.13,0.11,0.89,0.52,16-Apr-2023 20:00:00,738992.833333333,11.606,32.519,24.735,6.153,2477.762666,32.673050462789,0,0.033955857385399,0.0305602716468591,0.113752122241087,0.105263157894737,0.0764006791171477,0.315789473684211
2304162030,0,2312829000,37.24372,-124.025369,0,0.44,0,0.26,0,3.09,0,0.557886566,0,0.119,0,2.669,0,0.284,0,4.23,0,2.55,0,0.679,0.221,0.098,0.033,0.017,0.055,0.027,0.017,0.027,0.08,0,0.045,0.671,0,0.008,0.221,0,0.064,0.034,0.014,0.024,0,0,0.02,0.067,0,0.998,0.149,0.152,1.15,0.301,0.62,1.299,0.445,0.91,0.5,0.5,3.32,0.11,0.89,0.52,16-Apr-2023 20:30:00,738992.854166667,11.544,32.49,24.724,6.183,2354.66001,32.6439171634943,0,0.0397643593519882,0.0250368188512518,0.117820324005891,0.0810014727540501,0.0662739322533137,0.325478645066274
2304162100,0,2312830800,37.171529,-124.030026,0,0.35,0,0.33,0,3.7578,0,0.696080131,0,0.1105,0,2.3625,0,0.252,0,3.6795,0,2.252,0,0.658,0.179,0.112,0.036,0.016,0.066,0.02,0.019,0.029,0.102,0,0.049,0.648,0,0.01,0.179,0,0.068,0.044,0.011,0.017,0,0,0,0.051,0,0.949,0.153,0.184,1.133,0.337,0.628,1.286,0.432,0.95,0.55,0.45,2.82,0.12,0.88,0.51,16-Apr-2023 21:00:00,738992.875,11.884,32.552,24.71,6.133,2343.930004,32.7062048590142,0,0.0303951367781155,0.0243161094224924,0.155015197568389,0.100303951367781,0.074468085106383,0.272036474164134
2304162131,0,2312832660,37.101929,-124.030059,0,0.45,0,0.15,0,3.2719,0,0.650740333,0,0.0995,0,2.1335,0,0.2895,0,3.429,0,2.034,0,0.547,0.101,0.112,0.026,0.015,0.06,0.028,0.021,0.037,0.109,0,0.031,0.531,0,0.016,0.101,0,0.067,0.045,0.008,0.011,0,0,0,0.028,0,0.76,0.143,0.184,0.944,0.327,0.54,1.087,0.344,0.99,0.56,0.44,2.32,0.13,0.87,0.5,16-Apr-2023 21:31:00,738992.896527778,11.953,32.574,24.714,6.112,2537.520631,32.7283035067999,0,0.0511882998171846,0.0274223034734918,0.19926873857404,0.109689213893967,0.056672760511883,0.184643510054845
2304162200,0,2312834400,37.037663,-124.030007,0,1.26,0,0.42,0,9.1669,0,1.518631754,0,0.1625,0,4.126,0,0.368,0,6.1205,0,3.9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-Apr-2023 22:00:00,738992.916666667,12.206,32.815,24.854,6.442,2340.176686,32.9704399501094,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304162230,0,2312836200,36.972265,-124.030036,0,2.12,0,0.55,0,12.5431,0,1.842548541,0,0.1135,0,0.6475,0,0.092,0,0.591,0,0.534,0,2.755,0.032,0.748,0.073,0,0.082,0.04,0.113,0.165,1.367,0.019,0.009,2.436,0,0.319,0.032,0,0.608,0.14,0,0,0,0.021,0.335,0.02,0,3.535,0.4,1.468,5.003,1.868,2.648,5.403,1.549,0.96,0.79,0.21,1.89,0.07,0.93,0.51,16-Apr-2023 22:30:00,738992.9375,12.897,32.992,24.858,6.559,2524.687291,33.14827307271,0.00689655172413793,0.014519056261343,0,0.496188747731397,0.0297640653357532,0.00326678765880218,0.0116152450090744
2304162300,0,2312838000,36.907777,-124.030015,0,0.54,0,0.27,0,5.3469,0,0.899256717,0,0.154,0,4.619,0,0.4255,0,5.216,0,4.465,0,0.741,0.24,0.079,0.047,0,0.035,0.069,0.012,0.015,0.036,0,0.055,0.735,0,0.006,0.24,0,0.059,0.02,0.019,0.024,0.006,0,0.011,0.063,0,1.06,0.198,0.071,1.131,0.269,0.588,1.329,0.435,0.79,0.26,0.74,3.94,0.15,0.85,0.56,16-Apr-2023 23:00:00,738992.958333333,12.741,33.027,24.916,5.967,2389.764029,33.1834336267962,0,0.0931174089068826,0,0.048582995951417,0.0472334682860999,0.0742240215924427,0.323886639676113
